fecha,url_autor,tiempo_lectura,titulo,subtitulo,aplausos,respuestas,url leer mas
06/08/2020,https://medium.com/@edwardgunawan880,7 min read,The Downside of Functional Data Structure,"It is not performant enough, but there is a way solve the…",65,1 response,https://medium.com/swlh/the-downside-of-functional-data-structure-2f0129b351e3?source=collection_archive---------13-----------------------
06/08/2020,https://medium.com/@konstantinbodnia,13 min read,Akka Stream a Walkthrough From Simple Source to Parallel Execution,-,65,0 responses,https://medium.com/swlh/akka-stream-a-walkthrough-from-simple-source-to-parallel-execution-6a7ec24d07d8?source=collection_archive---------14-----------------------
06/08/2020,https://medium.com/@neth23rodrigo,5 min read,Internationalization With React & i18next,-,229,0 responses,https://medium.com/swlh/internationalization-with-react-i18next-360a452e8809?source=collection_archive---------15-----------------------
06/08/2020,https://medium.com/@kavarvel,6 min read,"What I Learned From Writing 39,000 Orders for Textbroker",-,299,2 responses,https://medium.com/swlh/what-i-learned-from-writing-39-000-orders-for-textbroker-23e10c9981cb?source=collection_archive---------16-----------------------
06/08/2020,https://medium.com/@m.r.hendriksen,12 min read,Set up Dashboards for Your Business Right Now. The Why & How (Templates Included),Learn about…,133,1 response,https://medium.com/swlh/set-up-dashboards-for-your-business-right-now-the-why-how-templates-included-deecd1108bdc?source=collection_archive---------17-----------------------
06/08/2020,https://medium.com/@jesscdarnell,12 min read,The Art of Doing It Anyway,"In our goal-oriented, result-driven, capitalist system, we all have the…",238,2 responses,https://medium.com/swlh/the-art-of-doing-it-anyway-e603f2c9afcc?source=collection_archive---------18-----------------------
06/08/2020,https://medium.com/@KarenBanes,4 min read,Moving From Time Management to Peaceful Productivity,"It’s about creating things, not doing things.",412,1 response,https://medium.com/swlh/moving-from-time-management-to-peaceful-productivity-7b346e120399?source=collection_archive---------19-----------------------
06/08/2020,https://medium.com/@caminmccluskey,6 min read,Deploy a React Application to the Internet Quickly (And for Free),-,177,0 responses,https://medium.com/swlh/deploy-a-react-application-to-the-internet-quickly-and-for-free-464b2e26f1d7?source=collection_archive---------20-----------------------
06/08/2020,https://medium.com/@travisdotmedia,4 min read,The Four Technologies That All Developers Need to Learn,"With these under your belt, you’ll become a…",100,0 responses,https://medium.com/swlh/the-four-technologies-that-all-developers-need-to-learn-32ff708fc099?source=collection_archive---------21-----------------------
06/08/2020,https://medium.com/@deeganrobbie,20 min read,Applying Machine Learning Algorithms to NBA MVP Data,-,83,1 response,https://medium.com/swlh/applying-machine-learning-algorithms-to-nba-mvp-data-e4470a531338?source=collection_archive---------22-----------------------
06/08/2020,https://medium.com/@cosmoduende,10 min read,Explore Your Activity on Uber With R: How to Analyze and Visualize Your Personal Data History,-,76,0 responses,https://medium.com/swlh/explore-your-activity-on-uber-with-r-how-to-analyze-and-visualize-your-personal-data-history-f3f04fc9338c?source=collection_archive---------23-----------------------
06/08/2020,https://medium.com/@aylim14_,8 min read,The Strategy Canvas: A Simple Tool for Visualizing Any Industry and Developing Your Brand’s Unique Strategy,-,4,1 response,https://medium.com/swlh/strategy-canvas-a-simple-tool-for-visualizing-any-industry-and-developing-your-brands-strategy-da5e191a6011?source=collection_archive---------24-----------------------
06/08/2020,https://medium.com/@bhartialok.257,4 min read,Understanding the Basics of Navigation Component,-,54,0 responses,https://medium.com/swlh/understanding-the-basics-of-navigation-component-18f157997755?source=collection_archive---------25-----------------------
06/08/2020,https://medium.com/@audric.steibel,5 min read,Testing Your A/B Tests: How to QA Your Experiments With Firebase on Android,-,54,0 responses,https://medium.com/swlh/testing-your-a-b-tests-how-to-qa-your-experiments-with-firebase-on-android-eaafd0fd886d?source=collection_archive---------26-----------------------
06/08/2020,https://medium.com/@franketsgerold,4 min read,Moving Your Phone — Accelerometers in React Native,-,168,0 responses,https://medium.com/swlh/moving-your-phone-accelerometers-in-react-native-129517811d07?source=collection_archive---------27-----------------------
06/08/2020,https://medium.com/@GreatDeveloper66,4 min read,JavaScript Sets and Maps,-,50,0 responses,https://medium.com/swlh/javascript-sets-and-maps-17569697cd20?source=collection_archive---------28-----------------------
06/08/2020,https://medium.com/@paulbarbagallo,10 min read,How James Baldwin Created ‘That Order Which Is Art’,-,62,0 responses,https://medium.com/swlh/how-james-baldwin-created-that-order-which-is-art-19057636ee55?source=collection_archive---------29-----------------------
06/08/2020,https://medium.com/@marcguberti,7 min read,What Running Taught Me About Business,-,76,0 responses,https://medium.com/swlh/what-running-taught-me-about-business-b1d36cf2b148?source=collection_archive---------30-----------------------
06/08/2020,https://medium.com/@chibuzo-ugonabo,6 min read,Machine Learning Terminologies Demystified.,-,74,0 responses,https://medium.com/swlh/machine-learning-terminologies-demystified-6aa1aa81a57b?source=collection_archive---------31-----------------------
06/08/2020,https://medium.com/@eking-30347,8 min read,"Understanding Your Browser Fingerprint, Or, a Basic Introduction to Information Theory",-,513,1 response,https://medium.com/swlh/understanding-your-browser-fingerprint-or-a-basic-introduction-to-information-theory-e7ccc61057f4?source=collection_archive---------32-----------------------
06/08/2020,https://medium.com/@piehead,6 min read,Covid-19 Versus British CDrinking Culture,-,51,0 responses,https://medium.com/swlh/covid-19-versus-british-drinking-culture-164c2d0af85c?source=collection_archive---------33-----------------------
06/08/2020,https://medium.com/@scientist-sanyukta,8 min read,Text Data Pre-Processing Using Word2Vector and t-SNE,-,54,0 responses,https://medium.com/swlh/text-data-pre-processing-using-word2vector-and-t-sne-2321fbce5b9?source=collection_archive---------34-----------------------
06/08/2020,https://medium.com/@lamayorga,4 min read,Looking for a Developer Job? Some Things You Should Consider,-,55,0 responses,https://medium.com/swlh/looking-for-a-developer-job-some-things-you-should-consider-82133fc5bb5c?source=collection_archive---------35-----------------------
06/08/2020,https://medium.com/@tuttitaygerly,7 min read,How to Make Fulfilling Decisions,-,63,0 responses,https://medium.com/swlh/how-to-make-fulfilling-decisions-33ac84ee6644?source=collection_archive---------36-----------------------
06/08/2020,https://medium.com/@nebuchadnezzar26,5 min read,Extraction of Geometrical Elements Using OpenCV + ConvNets,A simple yet a powerful workflow for…,53,1 response,https://medium.com/swlh/extraction-of-geometrical-elements-using-opencv-convnets-48fd92168dfe?source=collection_archive---------37-----------------------
06/08/2020,https://medium.com/@rominacornejoescudero,5 min read,Are Micro-Apartments a Healthy Solution to the Housing Crisis?,The other side of micro-apartments,152,0 responses,https://medium.com/swlh/are-micro-apartments-a-healthy-solution-958965b065df?source=collection_archive---------38-----------------------
06/08/2020,https://medium.com/@rachaelkable,6 min read,Seven Tips for Cultivating a Regular Writing Practice That Sticks,Surprising lessons from my 31-day…,203,3 responses,https://medium.com/swlh/seven-tips-for-cultivating-a-regular-writing-practice-that-sticks-aff22e9ba0a2?source=collection_archive---------39-----------------------
06/08/2020,https://medium.com/@lizziedavey,7 min read,5 Unique Ways to Craft the Best Cold Email Subject Lines,-,50,0 responses,https://medium.com/swlh/5-unique-ways-to-craft-the-best-cold-email-subject-lines-d3f7a2a742f9?source=collection_archive---------40-----------------------
06/08/2020,https://medium.com/@anthonyfieldman,17 min read,The Relationship Economy,"We are at the dawn of a Relationship Age of ‘people over things’, where…",104,0 responses,https://medium.com/swlh/the-relationship-economy-5e9bab6f7ce5?source=collection_archive---------41-----------------------
06/08/2020,https://medium.com/@pingcap,9 min read,Heterogeneous Database Replication to TiDB,Author: Tianshuang Qin (Principal Solutions Architect at…,52,0 responses,https://medium.com/swlh/heterogeneous-database-replication-to-tidb-c10478d11b29?source=collection_archive---------42-----------------------
06/08/2020,https://medium.com/@leonardosalomolsplsp,5 min read,Why I love Tesla,And you should too.,83,0 responses,https://medium.com/swlh/why-i-love-tesla-6a1ce4169646?source=collection_archive---------43-----------------------
06/08/2020,https://medium.com/@naomi-pham,7 min read,How Writing Daily Improved My Life (And How You Can Get Started),-,150,1 response,https://medium.com/swlh/how-writing-daily-improved-my-life-and-how-you-can-get-started-480148ac511?source=collection_archive---------44-----------------------
06/08/2020,https://medium.com/@jayeshmotog,4 min read,Classification and Regression: Are They the Same?,-,88,0 responses,https://medium.com/swlh/classification-and-regression-are-they-the-same-3fd86714daa3?source=collection_archive---------45-----------------------
06/08/2020,https://medium.com/@acotterized,5 min read,The Worst Type of Writing Critic,-,1.1K,4 responses,https://medium.com/swlh/the-worst-type-of-writing-critic-a41887e528fd?source=collection_archive---------46-----------------------
06/08/2020,https://medium.com/@freelancingflow,7 min read,Freelance Job Scams: Five Red Flags You Should Know,Freelancers who worry about their financial health…,120,0 responses,https://medium.com/swlh/freelance-job-scams-five-red-flags-you-should-know-e9a29abd9d20?source=collection_archive---------47-----------------------
06/08/2020,https://medium.com/@rohan.2495,10 min read,Clustering Neighborhoods in Frankfurt am Main Using K-Means,-,57,1 response,https://medium.com/swlh/clustering-neighborhoods-in-frankfurt-am-main-using-k-means-bb805545fd00?source=collection_archive---------48-----------------------
06/08/2020,https://medium.com/@vishalc412,3 min read,Short Intro to Observer Design Pattern,-,68,2 responses,https://medium.com/swlh/short-intro-to-observer-design-pattern-3a8ce60a3b07?source=collection_archive---------49-----------------------
06/08/2020,https://medium.com/@alextmn1,8 min read,Hands-On Disseminate Proof of Ownership Without Disclosing the Underlying Private Data,-,53,0 responses,https://medium.com/swlh/hands-on-disseminate-proof-of-ownership-without-disclosing-the-underlying-private-data-6a87f1681ab8?source=collection_archive---------50-----------------------
06/08/2020,https://medium.com/@russellweigandt,7 min read,Most Bad Writing Is Actually Bad Thinking,"Technique matters, but connecting with your audience is…",111,0 responses,https://medium.com/swlh/most-bad-writing-is-actually-bad-thinking-c3e69cf1b368?source=collection_archive---------51-----------------------
06/08/2020,https://medium.com/@vignesh_jeyaraman,5 min read,Iterators and Generators,-,151,0 responses,https://medium.com/swlh/iterators-and-generators-96e76eb27219?source=collection_archive---------52-----------------------
06/08/2020,https://medium.com/@komald.4,4 min read,Understanding the Fundamentals of C# With a JS Background,-,200,0 responses,https://medium.com/swlh/understanding-the-fundamentals-of-c-with-a-js-background-f416b436d5f?source=collection_archive---------53-----------------------
06/08/2020,https://medium.com/@sherrylclark,4 min read,Is Your Chapter One Working — Or Is It a Dud?,How to critique the first chapter of a novel — including…,92,1 response,https://medium.com/swlh/is-your-chapter-one-working-or-is-it-a-dud-93dd8c60b1c2?source=collection_archive---------54-----------------------
06/08/2020,https://medium.com/@fayyazh,7 min read,Programming for Non-Professionals: It’s Worth the Effort,Whether you want to break the monotony of…,52,0 responses,https://medium.com/swlh/programming-for-non-professionals-its-worth-the-effort-4f377b60983e?source=collection_archive---------55-----------------------
06/08/2020,https://medium.com/@scientist-sanyukta,9 min read,Design and Analysis of Firefly Response to the Stimulus,-,32,0 responses,https://medium.com/swlh/design-and-analysis-of-firefly-response-to-the-stimulus-2b747e55350?source=collection_archive---------56-----------------------
06/08/2020,https://medium.com/@josephmavericks,6 min read,The Ultimate Blogger Fear: Running Out of Ideas,Never come lightly to the blank page.,65,0 responses,https://medium.com/swlh/the-ultimate-blogger-fear-running-out-of-ideas-a44911a44af?source=collection_archive---------57-----------------------
06/08/2020,https://medium.com/@garydepaul,5 min read,Two Writing Styles That Every Business Author Should Know,-,53,1 response,https://medium.com/swlh/two-writing-styles-that-every-business-author-should-know-67b816a0be57?source=collection_archive---------58-----------------------
06/08/2020,https://medium.com/@riikkakokko,4 min read,Part 1: Titanic — Basic of Data Analysis,-,103,0 responses,https://medium.com/swlh/part-1-titanic-basic-of-data-analysis-ab3025d29f6e?source=collection_archive---------59-----------------------
06/08/2020,https://medium.com/@amckennafoster,4 min read,"If You Work in “Small Science,” Are You Leveraging Data Repositories?",Data repositories can help…,53,0 responses,https://medium.com/swlh/if-you-work-in-small-science-are-you-leveraging-data-repositories-357cabfc2326?source=collection_archive---------60-----------------------
06/08/2020,https://medium.com/@john.c.doyle,4 min read,-,Get AWS Honeycode Table UUIDs,51,0 responses,https://medium.com/swlh/get-aws-honeycode-table-uuids-bbfdbded57dc?source=collection_archive---------61-----------------------
06/08/2020,https://medium.com/@danmcleran,6 min read,Table-Based Q-Learning in Under 1KB,-,50,0 responses,https://medium.com/swlh/table-based-q-learning-in-under-1kb-3cc0b5b54b43?source=collection_archive---------62-----------------------
06/08/2020,https://medium.com/@shawnhymers,4 min read,Easy Method to Handle Static JS Files During Flask Development,-,50,0 responses,https://medium.com/swlh/test-story-635a6c1cfdfd?source=collection_archive---------63-----------------------
16/06/2020,https://medium.com/@drckangelo,8 min read,How Elon Musk’s Starlink Could Disrupt The Telecommunications Industry,-,3.4K,58 responses,https://medium.com/swlh/how-elon-musks-starlink-could-disrupt-the-telecommunications-industry-838b44c1d900?source=collection_archive---------0-----------------------
16/06/2020,https://medium.com/@nmillard,5 min read,Stop Using If-Else Statements,APPLIED DESIGN PATTERNS: STATE,5.6K,106 responses,https://medium.com/swlh/stop-using-if-else-statements-f4d2323e6e4?source=collection_archive---------1-----------------------
16/06/2020,https://medium.com/@ssaurel,8 min read,The Stock Market Is Currently Facing the Iceberg Illusion,And That Cannot Last Forever.,2.2K,30 responses,https://medium.com/swlh/the-stock-market-is-currently-facing-the-iceberg-illusion-ad67493c4b8d?source=collection_archive---------2-----------------------
16/06/2020,https://medium.com/@meseali,10 min read,"To build a business empire, own an opinion (not a marketing budget)",-,4.97K,25 responses,https://medium.com/swlh/to-build-a-business-empire-own-an-opinion-not-a-marketing-budget-5834db08810c?source=collection_archive---------3-----------------------
16/06/2020,https://medium.com/@reginacodes,21 min read,How I Successfully Changed Careers to Software Engineering with a Coding Bootcamp,-,420,4 responses,https://medium.com/swlh/how-i-successfully-changed-careers-to-software-engineering-with-a-coding-bootcamp-fdc16831221?source=collection_archive---------4-----------------------
16/06/2020,https://medium.com/@danthedev,4 min read,"Senior to Lead software developer, things they didn’t tell you",10 Things you must consider when become…,1.7K,13 responses,https://medium.com/swlh/senior-to-lead-software-developer-things-they-didnt-tell-you-48123b34381?source=collection_archive---------5-----------------------
16/06/2020,https://medium.com/@brandonduffany_45528,20 min read,The Hitchhiker’s Guide to Next.js,"How Next.js evolved, and why it’s one of the best React frameworks…",560,4 responses,https://medium.com/swlh/the-hitchhikers-guide-to-next-js-fd7aa14ae8d0?source=collection_archive---------6-----------------------
16/06/2020,https://medium.com/@zartis-tech-blog,4 min read,NET: Prepare your company for the future,In this piece we will look into the changes coming in .NET…,316,2 responses,https://medium.com/swlh/net-prepare-your-company-for-the-future-zartis-491d30d93a9f?source=collection_archive---------7-----------------------
16/06/2020,https://medium.com/@MrAllenMiller,4 min read,The Return of Capital Efficiency,-,209,0 responses,https://medium.com/swlh/the-return-of-capital-efficiency-e4d08ab19e3b?source=collection_archive---------8-----------------------
16/06/2020,https://medium.com/@roamy,9 min read,The Entrepreneurs Guide To Startup Studio Models,-,200,0 responses,https://medium.com/swlh/the-entrepreneurs-guide-to-startup-studio-models-5f81706f847?source=collection_archive---------9-----------------------
16/06/2020,https://medium.com/@monicamundada5,3 min read,Machine Learning Engineer Vs Data Scientist,-,1.2K,4 responses,https://medium.com/swlh/machine-learning-engineer-vs-data-scientist-f6d46bf90e87?source=collection_archive---------10-----------------------
16/06/2020,https://medium.com/@shanayghag200,7 min read,Using XLNet for Sentiment Classification,-,144,0 responses,https://medium.com/swlh/using-xlnet-for-sentiment-classification-cfa948e65e85?source=collection_archive---------11-----------------------
16/06/2020,https://medium.com/@priyanshusinha100,8 min read,All Hail GPT-3,So last week OpenAI told the world about this gigantic model which was trained on…,261,2 responses,https://medium.com/swlh/all-hail-gpt-3-389c7f1fcb3b?source=collection_archive---------12-----------------------
16/06/2020,https://medium.com/@eshokurova,9 min read,Why Do Startups Fail: It’s All About Marketing and Team,-,199,0 responses,https://medium.com/swlh/why-do-startups-fail-its-all-about-marketing-and-team-a9c336ff5e76?source=collection_archive---------13-----------------------
16/06/2020,https://medium.com/@mariacodes,8 min read,Build a Dynamic Search With Stimulus.js and Rails 6,Understand the essentials of Stimulus to…,173,1 response,https://medium.com/swlh/build-a-dynamic-search-with-stimulus-js-and-rails-6-56b537a44579?source=collection_archive---------14-----------------------
16/06/2020,https://medium.com/@theboreddev,7 min read,Combining multiple API calls with CompletableFuture,-,353,0 responses,https://medium.com/swlh/combining-multiple-api-calls-with-completablefuture-1d9d27e03bec?source=collection_archive---------15-----------------------
16/06/2020,https://medium.com/@mlombog,9 min read,Quickly Build an Alexa Skill Using ASK CLI,"Create, manage, test, and publish your Alexa skill from the…",26,0 responses,https://medium.com/swlh/quickly-build-an-alexa-skill-using-ask-cli-8ab2977bd126?source=collection_archive---------16-----------------------
16/06/2020,https://medium.com/@kolbeuk,7 min read,How To Build A Bank,Overcoming The Barriers To Entry In Financial Services.,155,3 responses,https://medium.com/swlh/how-to-build-a-bank-a99a7f346f0d?source=collection_archive---------17-----------------------
16/06/2020,https://medium.com/@quotidianwriter,12 min read,Writing Subtext in Dialogue,It’s not what you say; it’s what you don’t say.,249,1 response,https://medium.com/swlh/writing-subtext-in-dialogue-448b1d3884f2?source=collection_archive---------18-----------------------
16/06/2020,https://medium.com/@geraintclarke,4 min read,Are Companies Using ‘Black Lives Matter’ for Marketing Purposes?,The moral and ethical implications…,61,1 response,https://medium.com/swlh/are-companies-using-black-lives-matter-for-marketing-purposes-77ee366bf4aa?source=collection_archive---------19-----------------------
16/06/2020,https://medium.com/@rubens.piovesan,8 min read,Solving Node DNS issues and other things,-,102,1 response,https://medium.com/swlh/solving-node-dns-issues-and-other-things-5051d8526cac?source=collection_archive---------20-----------------------
16/06/2020,https://medium.com/@josephmavericks,9 min read,"How to Save $20,000+ in One Year",It adds up a lot quicker than you think,486,2 responses,https://medium.com/swlh/how-to-save-20-000-in-one-year-5f8ee78563e9?source=collection_archive---------21-----------------------
16/06/2020,https://medium.com/@ktanderton,8 min read,How MLMs used the pandemic to prey on vulnerable women,-,114,0 responses,https://medium.com/swlh/how-mlms-used-the-pandemic-to-prey-on-vulnerable-women-7be98f57674f?source=collection_archive---------22-----------------------
16/06/2020,https://medium.com/@mobsecguys,10 min read,Defeating Android Root Detection with Smali Patching,Binary patching Android applications to bypass…,165,1 response,https://medium.com/swlh/defeating-android-root-detection-with-smali-patching-46c082c27a81?source=collection_archive---------23-----------------------
16/06/2020,https://medium.com/@rumirajbhandari,3 min read,Drawer Layout and Bottom Nav in Navigation Component,-,63,0 responses,https://medium.com/swlh/drawer-layout-and-bottom-nav-in-navigation-component-d286b4b27a8b?source=collection_archive---------24-----------------------
16/06/2020,https://medium.com/@shopnpaz,11 min read,"Persist your Openshift infrastructure using OCS’s Block, File, and Object Storage",-,63,0 responses,https://medium.com/swlh/persist-your-openshift-infrastructure-using-ocss-block-file-and-object-storage-1e555c15e2de?source=collection_archive---------25-----------------------
16/06/2020,https://medium.com/@aarondinin,6 min read,Running out of Money Isn’t the Worst Scenario for Your Startup,-,126,1 response,https://medium.com/swlh/running-out-of-money-isnt-the-worst-scenario-for-your-startup-bfe00db0c3aa?source=collection_archive---------26-----------------------
16/06/2020,https://medium.com/@luis-javier-arizmendi-alonso,18 min read,"Enhanced Platform Awareness (EPA) in OpenShift — Part IV, SR-IOV, DPDK and RDMA",-,56,0 responses,https://medium.com/swlh/enhanced-platform-awareness-epa-in-openshift-part-iv-sr-iov-dpdk-and-rdma-1cc894c4b7d0?source=collection_archive---------27-----------------------
16/06/2020,https://medium.com/@thrlalexivey,7 min read,Truth in Advertising: Black People Are 7% of a Conveniently Contrite Industry,-,108,4 responses,https://medium.com/swlh/truth-in-advertising-black-people-are-7-of-a-conveniently-contrite-industry-9ac961a47f47?source=collection_archive---------28-----------------------
16/06/2020,https://medium.com/@aytekintank,5 min read,Quick and High Quality: The Benefits of Microlearning,Because you and your team should embrace…,662,1 response,https://medium.com/swlh/quick-and-high-quality-the-benefits-of-microlearning-b06ce9d82c80?source=collection_archive---------29-----------------------
16/06/2020,https://medium.com/@itablet,6 min read,iPadOS wishlist for WWDC 2020,24 improvements Apple should bring to their tablet OS,103,0 responses,https://medium.com/swlh/ipados-wishlist-for-wwdc-2020-18ea9d012d34?source=collection_archive---------30-----------------------
16/06/2020,https://medium.com/@jenni.sapio,6 min read,Why I Let My SAT-Tutoring Company Go Under,Maybe they should all meet the same fate,157,0 responses,https://medium.com/swlh/why-i-let-my-sat-tutoring-company-go-under-558267ebc0d4?source=collection_archive---------31-----------------------
16/06/2020,https://medium.com/@mary.hargreaves,9 min read,"Today, I Quit My Job To Write Full Time",In the middle of a pandemic with no backup plan,1.7K,15 responses,https://medium.com/swlh/today-i-quit-my-job-to-write-full-time-97a988a58672?source=collection_archive---------32-----------------------
16/06/2020,https://medium.com/@kaushikjagini95,7 min read,The power of Aspect Based Sentiment Analysis (with code),-,163,3 responses,https://medium.com/swlh/the-power-of-aspect-based-sentiment-analysis-18c3908ac53d?source=collection_archive---------33-----------------------
16/06/2020,https://medium.com/@jc.stories,5 min read,How to Magnify & Multiply Your Wealth in Any Profession?,Income = value x time x scalability,278,0 responses,https://medium.com/swlh/how-to-magnify-multiply-your-wealth-in-any-profession-f5336e47cda6?source=collection_archive---------34-----------------------
16/06/2020,https://medium.com/@maxime.lafond90,5 min read,Dockerfile : Best practices for building an image,-,83,2 responses,https://medium.com/swlh/dockerfile-best-practices-for-building-an-image-6120e512b1fa?source=collection_archive---------35-----------------------
16/06/2020,https://medium.com/@jmpique,5 min read,"The Need, The Product, And The Profit. As Simple As This","People have great ideas, but being able to…",182,1 response,https://medium.com/swlh/the-need-the-product-and-the-profit-as-simple-as-this-15b11638760a?source=collection_archive---------36-----------------------
16/06/2020,https://medium.com/@junaid.shaikh.980,5 min read,Data Augmentation Using Keras,-,129,0 responses,https://medium.com/swlh/data-augmentation-using-keras-4a852e49589f?source=collection_archive---------37-----------------------
16/06/2020,https://medium.com/@kanwalyz,5 min read,How to Choose the Best Programming Language for Career 2020,It is very difficult to choose the best…,90,0 responses,https://medium.com/swlh/how-to-choose-the-best-programming-language-for-career-2020-2b5bab022f9?source=collection_archive---------38-----------------------
16/06/2020,https://medium.com/@gzicherm,4 min read,Your Startup Idea Sucks. You Should Still Do It.,Most startup ideas start off being terrible. The…,101,1 response,https://medium.com/swlh/your-startup-idea-sucks-you-should-still-do-it-67deb33666d8?source=collection_archive---------39-----------------------
16/06/2020,https://medium.com/@alkaroy,8 min read,Trust In AI?,Can We Trust AI When We Can’t Even Trust Ourselves?,60,0 responses,https://medium.com/swlh/trust-in-ai-eff46f0b36c4?source=collection_archive---------40-----------------------
16/06/2020,https://medium.com/@jrodthoughts,4 min read,Two Types of Adversarial Attacks that Any Data Scientist Should Know About,White-Box and Black-Box…,57,0 responses,https://medium.com/swlh/two-types-of-adversarial-attacks-that-any-data-scientist-should-know-c7cee943f480?source=collection_archive---------41-----------------------
16/06/2020,https://medium.com/@theo.sheppard,4 min read,How Advertising Manipulates Your Emotions,Overcoming meta-communication,283,2 responses,https://medium.com/swlh/how-to-resist-manipulative-advertising-5d6bf5236e33?source=collection_archive---------42-----------------------
16/06/2020,https://medium.com/@samarthagarwal888,4 min read,OLS method of Linear Regression using C++,-,61,0 responses,https://medium.com/swlh/ols-method-of-linear-regression-using-c-6cdc1fd74918?source=collection_archive---------43-----------------------
16/06/2020,https://medium.com/@reneekapuku,4 min read,5 Things No-One Tells You About Starting Your Own Business,Let’s kill the entrepreneurial dream — once…,112,0 responses,https://medium.com/swlh/5-things-no-one-tells-you-about-starting-your-own-business-6f8cc3b68505?source=collection_archive---------44-----------------------
16/06/2020,https://medium.com/@vibchess123,5 min read,"Plant Leaf Classification Using Deep Learning, Transfer Learning and ML Algorithms",-,106,0 responses,https://medium.com/swlh/plant-leaf-classification-using-deep-learning-transfer-learning-and-ml-algorithms-a840aa4c353f?source=collection_archive---------45-----------------------
16/06/2020,https://medium.com/@messagetobala,12 min read,Understanding Pipes in Unix with a sample implementation,-,54,0 responses,https://medium.com/swlh/understanding-pipes-in-unix-with-a-sample-implementation-9fe110d36412?source=collection_archive---------46-----------------------
16/06/2020,https://medium.com/@sharjeelsidd,4 min read,What does it mean by Javascript is single threaded language,-,53,0 responses,https://medium.com/swlh/what-does-it-mean-by-javascript-is-single-threaded-language-f4130645d8a9?source=collection_archive---------47-----------------------
16/06/2020,https://medium.com/@ah-im-mo7,6 min read,Neural Networks (Part 1),-,54,0 responses,https://medium.com/swlh/neural-networks-4b6f719f9d75?source=collection_archive---------48-----------------------
16/06/2020,https://medium.com/@abstarreveld,11 min read,Next-Level Deployment Pipelines,Pipelines are much more than an installation vehicle. Pipelines…,86,0 responses,https://medium.com/swlh/how-to-use-deployment-pipelines-in-agile-software-development-ec1be6592a63?source=collection_archive---------49-----------------------
16/06/2020,https://medium.com/@katya_korovkina,10 min read,15 Ways To Boost Your Design Skills In London,Top schools and places I’ve explored in my first year of…,461,0 responses,https://medium.com/swlh/15-ways-to-boost-your-design-skills-in-london-4b6c6075be3a?source=collection_archive---------50-----------------------
16/06/2020,https://medium.com/@chunkybyte,3 min read,Duck Punching in JavaScript (with Example),-,213,0 responses,https://medium.com/swlh/duck-punching-in-javascript-with-example-10d9746b060?source=collection_archive---------51-----------------------
16/06/2020,https://medium.com/@chngo13,16 min read,An investigation of Google’s ad personalisation,"Digital Media, Culture and Society Series",58,0 responses,https://medium.com/swlh/an-investigation-of-googles-ad-personalisation-68fbb62f2730?source=collection_archive---------52-----------------------
16/06/2020,https://medium.com/@davidowasi,8 min read,"When It Comes To Success in Life, EQ Eats IQ For Breakfast",-,94,1 response,https://medium.com/swlh/when-it-comes-to-success-in-life-eq-eats-iq-for-breakfast-657e5553df99?source=collection_archive---------53-----------------------
16/06/2020,https://medium.com/@AronJones,6 min read,Compact UI for Call of Duty: Warzone,-,90,0 responses,https://medium.com/swlh/compact-ui-for-call-of-duty-warzone-3b501f86373d?source=collection_archive---------54-----------------------
16/06/2020,https://medium.com/@chaseth,11 min read,NLP Sentiment Analysis — Music To My Ears,Can we use the text someone uses in their Amazon review to…,75,0 responses,https://medium.com/swlh/nlp-sentiment-analysis-music-to-my-ears-fcf075eaea60?source=collection_archive---------55-----------------------
16/06/2020,https://medium.com/@aryamankukal,5 min read,Creating a Cinema Simulator Using Python,"A real-life, beginner-friendly Python program to have fun with",52,0 responses,https://medium.com/swlh/creating-a-cinema-simulator-using-python-693e0580532b?source=collection_archive---------56-----------------------
16/06/2020,https://medium.com/@jacob_shaw,6 min read,5 Money Habits I Learned From My Parents,-,95,1 response,https://medium.com/swlh/5-money-habits-i-learned-from-my-parents-46068e8915c8?source=collection_archive---------57-----------------------
16/06/2020,https://medium.com/@remcomagielse,11 min read,“Why do You Want to be a Product Manager?”,A conversation to learn about ambitions and reality of…,103,0 responses,https://medium.com/swlh/why-do-you-want-to-be-a-product-manager-4a593becbd05?source=collection_archive---------58-----------------------
16/06/2020,https://medium.com/@maulikvyas,5 min read,Deep Dive into Probability & Bayes Theorem via Boolean Logic,-,151,0 responses,https://medium.com/swlh/deep-dive-into-probability-bayes-theorem-via-boolean-logic-334ff1b101a0?source=collection_archive---------59-----------------------
16/06/2020,https://medium.com/@ravirana2319,5 min read,Introduction to Natural Language Processing,-,123,1 response,https://medium.com/swlh/introduction-to-natural-language-processing-b6a192181ac2?source=collection_archive---------60-----------------------
16/06/2020,https://medium.com/@okaysidd,6 min read,How Django uses topological sorting for resolving migration dependencies,-,114,0 responses,https://medium.com/swlh/how-django-uses-topological-sorting-for-resolving-migration-dependencies-1a93b544037f?source=collection_archive---------61-----------------------
16/06/2020,https://medium.com/@vj0809,5 min read,Developing a Culture That Encourages Mistakes,-,169,2 responses,https://medium.com/swlh/developing-a-culture-that-encourages-mistakes-a97b96cb58e9?source=collection_archive---------62-----------------------
16/06/2020,https://medium.com/@mosso.mendoza,5 min read,Mathematical properties of the cloud,-,104,0 responses,https://medium.com/swlh/mathematical-properties-of-the-cloud-ba85f0eabb16?source=collection_archive---------63-----------------------
